-48485.49,-62296.37,-96268.00,-96316.21,-94033.20,-59951.20,12016.10
-48379.43,-62232.04,-96222.34,-96303.09,-94030.03,-59946.97,12018.78
-48422.41,-62273.52,-96285.32,-96327.19,-94053.21,-59963.27,12018.11
-48530.73,-62341.74,-96335.14,-96341.63,-94060.41,-59966.87,12022.47
-48510.97,-62321.22,-96295.58,-96328.33,-94053.41,-59965.41,12024.54
-48392.89,-62243.88,-96231.16,-96305.08,-94042.66,-59954.17,12026.62
-48397.89,-62257.41,-96273.50,-96325.09,-94056.52,-59972.21,12026.65
-48514.95,-62333.94,-96339.23,-96351.88,-94068.01,-59986.38,12032.64
-48522.66,-62330.14,-96306.91,-96340.42,-94056.83,-59974.29,12036.32
-48409.54,-62254.39,-96234.34,-96313.75,-94039.59,-59959.83,12037.22
-48378.18,-62242.99,-96251.99,-96323.25,-94046.98,-59969.41,12042.09
-48501.29,-62331.21,-96337.40,-96358.77,-94067.58,-59993.27,12044.01
-48545.62,-62353.90,-96328.84,-96359.87,-94067.83,-59996.26,12044.04
-48431.98,-62272.09,-96246.81,-96317.69,-94041.50,-59955.42,12045.65
-48371.41,-62243.73,-96245.40,-96319.20,-94047.63,-59963.02,12047.68
-48480.53,-62315.57,-96330.20,-96349.74,-94065.16,-59989.71,12050.79
-48543.09,-62346.97,-96333.71,-96344.76,-94058.80,-59980.08,12051.34
-48459.72,-62285.14,-96264.69,-96317.22,-94043.64,-59965.26,12052.82
-48376.80,-62234.72,-96242.49,-96314.58,-94046.02,-59975.16,12057.80
-48470.23,-62303.61,-96322.41,-96346.63,-94064.90,-59996.10,12060.24
-48548.75,-62348.40,-96342.36,-96346.74,-94058.51,-59993.89,12058.25
-48477.69,-62294.82,-96272.18,-96315.66,-94041.99,-59976.57,12061.76
-48369.53,-62229.36,-96227.14,-96304.39,-94042.93,-59971.34,12064.82
-48435.56,-62283.04,-96304.09,-96334.48,-94067.73,-59985.73,12068.69
-48542.11,-62347.71,-96346.16,-96347.28,-94074.42,-59988.97,12069.03
-48501.20,-62313.20,-96286.93,-96325.48,-94059.85,-59976.86,12071.04
-48384.35,-62240.51,-96227.79,-96311.90,-94052.00,-59974.42,12072.24
-48415.84,-62275.18,-96292.14,-96340.42,-94071.54,-60002.29,12071.53
-48534.51,-62353.21,-96354.86,-96358.66,-94077.13,-59999.99,12071.26
-48529.03,-62335.08,-96315.25,-96342.54,-94063.24,-59986.63,12070.34
-48402.07,-62254.95,-96238.36,-96312.79,-94045.90,-59969.19,12075.44
-48393.92,-62259.64,-96271.53,-96322.73,-94053.03,-59971.11,12084.22
-48527.80,-62349.21,-96353.34,-96354.37,-94069.66,-59993.13,12085.03
-48543.83,-62348.85,-96317.89,-96339.79,-94053.81,-59988.08,12085.39
-48430.93,-62275.71,-96245.65,-96322.18,-94047.09,-59985.96,12087.78
-48397.40,-62261.03,-96267.33,-96331.79,-94054.41,-59979.77,12091.67
-48506.59,-62332.62,-96335.61,-96354.37,-94062.30,-59994.25,12091.58
-48543.83,-62344.33,-96318.67,-96343.88,-94051.51,-59985.51,12094.15
-48431.02,-62266.08,-96233.84,-96309.17,-94027.95,-59964.83,12099.36
-48361.55,-62232.44,-96228.77,-96316.68,-94037.49,-59984.68,12100.99
-48466.07,-62306.31,-96314.70,-96344.76,-94055.49,-59997.31,12101.44
-48529.14,-62338.36,-96312.66,-96344.93,-94050.80,-59998.50,12099.47
-48448.23,-62282.48,-96245.65,-96324.75,-94044.54,-59990.98,12104.43
-48362.11,-62232.69,-96223.90,-96317.11,-94042.37,-59985.84,12110.08
-48442.53,-62286.40,-96293.10,-96341.78,-94059.29,-59997.46,12113.19
-48537.50,-62343.24,-96324.51,-96353.09,-94064.77,-60004.80,12114.49
-48476.04,-62295.85,-96259.66,-96328.62,-94052.78,-59988.50,12117.80
-48373.00,-62236.57,-96221.38,-96317.84,-94055.06,-59983.54,12117.57
-48425.63,-62283.60,-96290.10,-96341.85,-94070.82,-60004.66,12119.23
-48541.93,-62357.25,-96346.81,-96357.72,-94077.91,-60015.55,12123.38
-48506.50,-62325.18,-96288.92,-96337.18,-94057.97,-60001.04,12127.92
-48383.32,-62245.79,-96225.55,-96315.54,-94042.59,-59987.86,12129.60
-48407.08,-62270.32,-96281.09,-96333.38,-94055.42,-59996.95,12134.61
-48525.52,-62346.57,-96339.23,-96352.91,-94066.77,-60007.12,12139.70
-48519.38,-62334.01,-96300.72,-96340.55,-94060.49,-59998.70,12135.16
-48400.33,-62255.04,-96232.10,-96314.31,-94046.23,-59985.96,12133.26
-48387.79,-62255.75,-96260.29,-96324.59,-94052.49,-59994.29,12136.39
-48497.83,-62325.25,-96320.26,-96338.79,-94053.95,-59996.98,12143.34
-48517.81,-62324.17,-96294.15,-96324.33,-94037.05,-59990.16,12145.78
-48417.45,-62256.67,-96221.20,-96299.90,-94017.55,-59960.18,12140.26
-48382.96,-62252.04,-96237.63,-96322.36,-94039.98,-59983.00,12137.33
-48509.34,-62338.28,-96337.13,-96366.03,-94070.91,-60019.73,12134.00
-48544.46,-62346.66,-96318.72,-96349.80,-94051.27,-60009.78,12139.52
-48443.14,-62273.34,-96240.88,-96318.34,-94031.98,-59989.42,12147.97
-48371.07,-62237.18,-96229.89,-96322.02,-94045.41,-59999.52,12148.42
-48467.12,-62309.53,-96312.39,-96353.70,-94068.77,-60023.60,12150.85
-48532.65,-62344.31,-96319.19,-96353.27,-94063.42,-60027.06,12154.92
-48443.07,-62276.72,-96237.22,-96316.77,-94041.45,-59996.24,12154.19
-48349.46,-62218.52,-96204.38,-96298.51,-94033.20,-59987.77,12144.57
-48431.11,-62283.38,-96277.16,-96333.02,-94055.20,-60008.66,12131.50
-48528.50,-62342.66,-96316.44,-96349.25,-94064.23,-60016.53,12131.41
-48477.56,-62302.78,-96260.89,-96325.76,-94051.69,-60002.16,12144.93
-48383.01,-62251.21,-96233.13,-96323.72,-94062.48,-60009.71,12156.38
-48433.52,-62294.00,-96298.89,-96349.83,-94077.20,-60018.59,12170.90
-48546.91,-62361.01,-96353.31,-96365.95,-94081.46,-60020.33,12187.04
-48517.37,-62329.22,-96295.70,-96338.92,-94061.19,-60009.40,12198.44
-48399.66,-62255.20,-96228.03,-96318.72,-94047.06,-60006.23,12206.40
-48421.97,-62282.11,-96282.35,-96339.52,-94063.98,-60025.25,12208.21
-48535.27,-62345.36,-96336.71,-96355.23,-94070.80,-60029.83,12207.72
-48530.80,-62331.32,-96295.23,-96334.18,-94054.44,-60005.07,12209.13
-48412.31,-62252.20,-96224.05,-96308.19,-94037.88,-59987.95,12208.25
-48392.22,-62250.70,-96253.54,-96322.31,-94053.45,-60000.26,12211.03
-48512.94,-62333.63,-96335.66,-96350.99,-94069.55,-60019.68,12213.15
-48536.52,-62338.52,-96312.95,-96341.47,-94057.61,-60008.69,12204.05
-48438.33,-62277.03,-96251.33,-96330.61,-94053.63,-60009.20,12182.84
-48395.57,-62260.43,-96266.57,-96347.77,-94064.99,-60026.30,12162.32
-48509.54,-62336.09,-96345.90,-96373.88,-94081.08,-60037.88,12148.13
-48540.70,-62337.88,-96315.63,-96347.64,-94053.43,-60015.57,12090.26
-48416.61,-62240.49,-96207.67,-96291.80,-94008.77,-59980.73,11964.13
-48310.30,-62167.46,-96161.34,-96262.70,-93982.91,-59959.80,11865.49
-48378.79,-62208.08,-96210.22,-96265.14,-93973.48,-59953.57,11810.28
-48406.93,-62201.86,-96177.74,-96218.98,-93924.06,-59901.87,11872.71
-48297.80,-62113.84,-96073.16,-96157.42,-93871.83,-59852.58,11963.23
-48221.74,-62075.15,-96064.60,-96176.29,-93894.94,-59881.48,12069.90
-48320.00,-62159.39,-96168.73,-96227.50,-93940.29,-59907.39,12224.64
-48434.84,-62236.17,-96224.37,-96254.21,-93960.13,-59925.81,12375.65
-48408.18,-62222.09,-96193.45,-96256.87,-93973.93,-59944.00,12433.83
-48309.76,-62171.29,-96161.02,-96255.02,-93984.32,-59958.64,12404.77
-48390.95,-62249.58,-96265.52,-96314.83,-94037.52,-60007.21,12347.04
-48530.75,-62346.66,-96342.27,-96353.61,-94068.30,-60031.53,12286.98
-48505.90,-62321.33,-96288.02,-96333.76,-94055.78,-60012.96,12248.06
-48379.84,-62236.17,-96214.58,-96302.95,-94034.57,-59996.08,12248.40
-48395.59,-62256.02,-96259.39,-96321.62,-94046.23,-60011.05,12243.08
-48521.14,-62337.58,-96329.89,-96348.02,-94056.83,-60023.35,12234.96
-48534.93,-62338.16,-96302.98,-96340.09,-94051.48,-60014.72,12233.53
-48420.63,-62266.39,-96239.41,-96321.20,-94046.46,-60007.10,12237.24
-48397.54,-62265.05,-96270.37,-96333.09,-94057.52,-60009.11,12237.54
-48515.33,-62346.97,-96342.66,-96360.20,-94070.15,-60019.71,12238.99
-48546.18,-62352.45,-96322.88,-96356.02,-94060.85,-60023.84,12240.28
-48435.51,-62275.07,-96243.73,-96330.12,-94038.93,-60018.10,12240.04
-48381.06,-62247.86,-96244.98,-96332.13,-94042.08,-60021.79,12237.04
-48496.15,-62329.69,-96324.46,-96359.84,-94059.98,-60041.16,12238.09
-48551.16,-62355.26,-96313.24,-96353.67,-94050.57,-60037.03,12237.98
-48454.16,-62286.89,-96233.80,-96326.45,-94035.51,-60026.95,12237.40
-48373.62,-62241.13,-96220.03,-96327.34,-94040.85,-60030.93,12233.42
-48472.59,-62312.35,-96309.48,-96358.44,-94061.97,-60052.05,12238.07
-48553.78,-62357.32,-96326.12,-96359.24,-94061.39,-60048.05,12234.81
-48480.71,-62299.27,-96256.78,-96326.76,-94040.67,-60028.51,12236.55
-48386.52,-62245.56,-96226.23,-96319.92,-94042.26,-60024.89,12239.32
-48454.69,-62300.55,-96302.91,-96351.64,-94063.45,-60049.73,12237.60
-48550.47,-62357.68,-96339.08,-96357.45,-94064.67,-60045.43,12232.17
-48490.66,-62309.55,-96269.16,-96323.03,-94040.40,-60017.14,12226.52
-48384.64,-62244.35,-96221.26,-96310.04,-94034.14,-60015.15,12230.99
-48430.93,-62283.83,-96281.34,-96343.26,-94058.80,-60044.43,12228.50
